PassengerId,Survived,Age,Pclass,NameLength,Fare,DeckCabin,DeckNumber,IsFemale
940,1,60.0,1,47,76.2917,15.0,4.0,1
941,0,36.0,3,46,15.9,33.3669845222,3.22833530173,1
942,0,24.0,1,24,60.0,31.0,3.0,0
943,0,27.0,2,18,15.0333,85.6853955617,2.886256133,0
944,1,20.0,2,29,23.0,16.5653456263,2.91918445594,1
945,1,28.0,1,26,263.0,23.0,3.0,1
946,0,16.5398844756,2,33,15.5792,2.47309714436,4.21121296025,0
947,0,10.0,3,20,29.125,6.99584607425,4.56930308392,0
948,0,35.0,3,15,7.8958,64.7749389963,3.61063674813,0
949,0,25.0,3,29,7.65,63.0,6.0,0
950,0,25.2701439823,3,25,16.1,25.8687213186,2.98657706357,0
951,1,36.0,1,27,262.375,61.0,2.0,1
952,0,17.0,3,15,7.8958,20.0705393593,2.53469855426,0
953,0,32.0,2,25,13.5,0.673325358346,2.00903454458,0
954,0,18.0,3,28,7.75,18.0626535025,4.9911598831,0
955,1,22.0,3,28,7.725,144.182649519,3.71161590908,1
956,1,13.0,1,27,262.375,57.0,2.0,0
957,1,10.3740451816,2,51,21.0,140.317254464,1.73972576149,1
958,1,18.0,3,23,7.8792,55.0206687964,4.50799075494,1
959,1,47.0,1,30,42.4,25.0285924766,3.80465537848,0
960,0,31.0,1,31,28.5375,53.0,3.0,0
961,1,60.0,1,35,263.0,23.0,3.0,1
962,1,24.0,3,25,7.75,56.8500652303,4.26451894826,1
963,0,21.0,3,18,7.8958,115.400218085,2.77385396932,0
964,1,29.0,3,30,7.925,34.7995493139,2.50083981221,1
965,1,28.5,1,31,27.7208,43.0,4.0,0
966,1,35.0,1,20,211.5,130.0,3.0,1
967,0,32.5,1,18,211.5,132.0,3.0,0
968,0,31.2375071408,3,16,8.05,42.9917882541,2.80517914254,0
969,1,55.0,1,52,25.7,101.0,3.0,1
970,0,30.0,2,30,13.0,164.065837707,2.67717779731,0
971,1,24.0,3,22,7.75,2.79599527652,2.7939999757,1
972,0,6.0,3,20,15.2458,6.97237770235,4.52059960369,0
973,0,67.0,1,18,221.7792,55.0,3.0,0
974,0,49.0,1,22,26.0,33.8161916383,3.5419361546,0
975,0,5.38217212549,3,20,7.8958,7.36484545626,5.39251125911,0
976,0,24.6742036955,2,21,10.7083,8.90982011946,2.81107536909,0
977,0,29.9714531111,3,18,14.4542,55.4869817495,5.73309296511,0
978,0,27.0,3,18,7.8792,53.0537555045,1.79603181052,1
979,1,18.0,3,26,8.05,45.3539501903,3.91652266275,1
980,1,16.9067010815,3,23,7.75,0.451974643743,4.31019454892,1
981,0,2.0,2,27,23.0,20.6405781308,3.58121362981,0
982,0,22.0,3,59,13.9,74.8347215778,3.05015333306,1
983,0,30.8056929406,3,18,7.775,28.6301680978,4.50285130939,0
984,1,27.0,1,36,52.0,71.0,2.0,1
985,0,14.9243284686,3,17,8.05,4.36867125912,3.81814110237,0
986,0,25.0,1,19,26.0,37.0427650275,3.73245665037,0
987,0,25.0,3,26,7.7958,19.9055463182,2.69907885953,0
988,1,76.0,1,54,78.85,46.0,3.0,1
989,0,29.0,3,25,7.925,39.3187276618,4.67213477903,0
990,0,20.0,3,28,7.8542,31.7036646679,1.07910182299,1
991,0,33.0,3,28,8.05,48.8795862041,3.43871986412,0
992,1,43.0,1,51,55.4417,116.0,3.0,1
993,0,27.0,2,18,26.0,1.11678705907,4.19775312911,0
994,0,47.4178587138,3,18,7.75,75.1346902272,5.23731067708,0
995,0,26.0,3,38,7.775,35.6361502869,5.76835188313,0
996,1,16.0,3,41,8.5167,92.3676572073,2.96421994784,1
997,0,28.0,3,25,22.525,108.242389767,3.57798325827,0
998,0,21.0,3,19,7.8208,63.8752833416,3.57077822216,0
999,0,17.4354506045,3,16,7.75,65.7406458749,4.20903467148,0
1000,0,5.44874333328,3,32,8.7125,68.6355305983,2.79862416211,0
1001,0,18.5,2,17,13.0,12.8146870585,6.0,0
1002,0,41.0,2,24,15.0458,18.5403594355,2.43672153664,0
1003,0,7.46628720914,3,26,7.7792,19.3283033217,1.64325231346,1
1004,1,36.0,1,24,31.6792,29.0,1.0,1
1005,1,18.5,3,24,7.2833,127.218741012,2.20697026948,1
1006,1,63.0,1,38,221.7792,55.0,3.0,1
1007,0,18.0,3,27,14.4542,83.4525240236,3.90578872597,0
1008,0,43.6791489173,3,16,6.4375,74.6126937008,6.51286995273,0
1009,1,1.0,3,31,16.7,6.0,7.0,1
1010,0,36.0,1,20,75.2417,6.0,3.0,0
1011,1,29.0,2,47,26.0,118.522605458,3.42814512831,1
1012,1,12.0,2,20,15.75,28.2453239673,3.23478681072,1
1013,0,7.9356108164,3,17,7.75,46.1165781313,5.0363097575,0
1014,1,35.0,1,31,57.75,28.0,3.0,1
1015,0,28.0,3,23,7.25,72.1621315476,4.11199880867,0
1016,0,47.5355072026,3,17,7.75,18.2873657749,4.35572880258,0
1017,1,17.0,3,24,16.1,61.4340825527,5.31487591017,1
1018,0,22.0,3,24,7.7958,41.6381245979,4.22415319045,0
1019,0,16.6923515194,3,19,23.25,18.244569671,4.56471813455,1
1020,0,42.0,2,20,13.0,66.2665888793,2.14318315938,0
1021,0,24.0,3,20,8.05,35.5385897543,3.20704960693,0
1022,0,32.0,3,23,8.05,79.4934431018,2.84017825084,0
1023,0,53.0,1,25,28.5,51.0,3.0,0
1024,0,58.6185671181,3,29,25.4667,30.263400248,3.48860605375,1
1025,0,13.2343736382,3,21,6.4375,11.037851602,2.83024757597,0
1026,0,43.0,3,22,7.8958,41.7419223271,6.09441693537,0
1027,0,24.0,3,25,7.8542,12.2440312129,6.33910539964,0
1028,0,26.5,3,25,7.225,29.5077778023,5.34883165793,0
1029,0,26.0,2,19,13.0,20.0472920215,4.48832437793,0
1030,1,23.0,3,21,8.05,104.968120537,2.10482816186,1
1031,0,40.0,3,30,46.9,37.8511116615,2.39456465777,0
1032,0,10.0,3,27,46.9,133.937815371,2.67696613403,1
1033,1,33.0,1,20,151.55,18.7320647539,2.50559038485,1
1034,0,61.0,1,26,262.375,57.0,2.0,0
1035,0,28.0,2,26,26.0,62.4862280263,4.74914444022,0
1036,1,42.0,1,53,26.55,46.8417368888,2.10553923882,0
1037,0,31.0,3,25,18.0,33.7285247958,2.76533727183,0
1038,0,17.3264444079,1,27,51.8625,46.0,5.0,0
1039,0,22.0,3,16,8.05,15.7496362029,2.02052457126,0
1040,0,13.6620989189,1,25,26.55,57.0463737051,2.15731168958,0
1041,0,30.0,2,22,26.0,50.0506973791,4.66040857518,0
1042,1,23.0,1,37,83.1583,54.0,3.0,1
1043,0,3.19510133421,3,20,7.8958,45.1777540308,5.26993551934,0
1044,0,60.5,3,18,35.6271884892,11.0019987837,2.11575182514,0
1045,0,36.0,3,46,12.1833,35.355812274,5.75581963776,1
1046,0,13.0,3,28,31.3875,22.0840481918,1.16296103266,0
1047,0,24.0,3,20,7.55,37.7109667756,2.98294587301,0
1048,1,29.0,1,17,221.7792,97.0,3.0,1
1049,1,23.0,3,24,7.8542,35.2129647907,4.03386208246,1
1050,1,42.0,1,24,26.55,22.0,4.0,0
1051,1,26.0,3,35,13.775,55.510103848,4.62558109112,1
1052,1,13.7518017905,3,18,7.7333,77.6275283185,5.53405284509,1
1053,0,7.0,3,30,15.2458,74.0012797854,4.23646684305,0
1054,1,26.0,2,20,13.5,45.1436524645,2.00889474028,1
1055,0,16.4464221444,3,18,7.0,48.5040027718,4.31345849458,0
1056,0,41.0,2,29,13.0,60.1756217982,3.53918223371,0
1057,1,26.0,3,42,22.025,44.5831659392,2.02883160911,1
1058,0,48.0,1,18,50.4958,10.0,2.0,0
1059,0,18.0,3,23,34.375,14.0006755856,4.48766683681,0
1060,1,27.3721009801,1,59,27.7208,14.0457788446,1.0505259789,1
1061,0,22.0,3,28,8.9625,41.3400333205,3.74317597985,1
1062,0,5.80887607513,3,18,7.55,58.3809800861,2.9729626014,0
1063,0,27.0,3,19,7.225,58.4731644165,2.56244471287,0
1064,0,23.0,3,24,13.9,13.5381168237,3.99540324238,0
1065,0,41.3529997494,3,16,7.2292,85.8590102414,3.38236364182,0
1066,0,40.0,3,42,31.3875,2.77774155498,2.19025848435,0
1067,1,15.0,2,25,39.0,35.3930125816,2.4741754357,1
1068,1,20.0,2,20,36.75,20.6230072173,4.17721215923,1
1069,0,54.0,1,31,55.4417,116.0,3.0,0
1070,1,36.0,2,48,39.0,4.0,6.0,1
1071,1,64.0,1,53,83.1583,45.0,5.0,1
1072,0,30.0,2,25,13.0,68.2477521306,2.72394944386,0
1073,1,37.0,1,32,83.1583,52.0,5.0,0
1074,1,18.0,1,62,53.1,30.0,4.0,1
1075,0,21.6315012795,3,17,7.75,41.9142718944,1.68717613545,0
1076,1,27.0,1,52,247.5208,58.0,2.0,1
1077,0,40.0,2,25,16.0,57.6025676524,4.02666548692,0
1078,1,21.0,2,36,21.0,25.3629880691,5.15787137941,1
1079,0,17.0,3,18,8.05,4.62775540097,4.00301029765,0
1080,0,21.0733937363,3,15,69.55,62.8263924037,2.09749112543,1
1081,0,40.0,2,15,13.0,50.0344167782,2.76652523677,0
1082,0,34.0,2,20,26.0,48.360515658,1.68155145995,0
1083,0,11.9677842759,1,22,26.0,9.25838459943,4.74885142399,0
1084,0,11.5,3,33,14.5,58.0535025721,3.39839891348,0
1085,0,61.0,2,17,12.35,64.9353221314,3.0590304186,0
1086,0,8.0,2,29,32.5,40.6505096797,2.4886072789,0
1087,0,33.0,3,33,7.8542,49.361552338,2.67813530457,0
1088,1,6.0,1,31,134.5,34.0,5.0,0
1089,1,18.0,3,27,7.775,17.8756407137,3.48599004546,1
1090,0,23.0,2,30,10.5,56.0322030795,2.27067144286,0
1091,0,31.9659958039,3,39,8.1125,81.2364002016,4.17562980882,1
1092,1,15.7348677701,3,18,15.5,34.3818975551,2.99416690304,1
1093,1,0.33,3,39,14.4,53.7273632008,4.87550639989,0
1094,0,47.0,1,22,227.525,62.0,3.0,0
1095,1,8.0,2,26,26.0,41.3152853618,1.94054580782,1
1096,0,25.0,2,24,10.5,32.2707086676,4.95428317717,0
1097,0,37.1281078817,1,25,25.7417,1.62905591279,5.11651655669,0
1098,1,35.0,3,24,7.75,34.061441446,2.75989039415,1
1099,0,24.0,2,28,10.5,1.91255367713,3.43803566758,0
1100,1,33.0,1,29,27.7208,11.0,1.0,1
1101,0,25.0,3,18,7.8958,29.6815737302,1.03770484514,0
1102,0,32.0,3,27,22.525,80.8397026378,4.59064106514,0
1103,0,37.6881294146,3,17,7.05,25.6878782401,5.27631932512,0
1104,0,17.0,2,25,73.5,81.5954391801,3.47035751671,0
1105,1,60.0,2,44,26.0,11.618339156,3.11001941431,1
1106,0,38.0,3,38,7.775,34.9124297119,3.92617599834,1
1107,0,42.0,1,21,42.5,11.0,2.0,0
1108,0,32.5372646864,3,26,7.8792,89.902217332,1.46638689072,1
1109,0,57.0,1,24,164.8667,15.1539005697,3.12647041486,0
1110,1,50.0,1,44,211.5,80.0,3.0,1
1111,0,32.4831002513,3,31,8.05,37.8998746095,4.87317923179,0
1112,1,30.0,2,30,13.8583,11.1131052911,1.83301206579,1
1113,0,21.0,3,22,8.05,36.0300602664,1.89919470544,0
1114,1,22.0,2,26,10.5,33.0,6.0,1
1115,0,21.0,3,29,7.7958,99.7062258125,3.66966618433,0
1116,1,53.0,1,48,27.4458,32.011252936,2.32029038232,1
1117,1,1.33238710894,3,48,15.2458,0.59882252596,2.8812534007,1
1118,0,23.0,3,26,7.7958,66.473341276,4.7654006182,0
1119,1,15.95189422,3,22,7.75,18.737764425,2.6452727044,1
1120,0,40.5,3,25,15.1,26.5006224234,4.32617927041,0
1121,0,36.0,2,34,13.0,7.29475166809,5.04583194266,0
1122,0,14.0,2,27,65.0,47.694666158,1.76582212084,0
1123,1,21.0,1,24,26.55,25.0666879423,2.64793657729,1
1124,0,21.0,3,23,6.4958,41.8894905676,3.86428530332,0
1125,0,27.8024486766,3,20,7.8792,6.11783797267,3.54995744053,0
1126,0,39.0,1,25,71.2833,85.0,3.0,0
1127,0,20.0,3,22,7.8542,71.7516356851,2.72548299821,0
1128,0,64.0,1,24,75.25,37.0,4.0,0
1129,0,20.0,3,19,7.225,26.0859921316,6.19246111274,0
1130,1,18.0,2,21,13.0,117.193047406,3.90351850721,1
1131,1,48.0,1,43,106.425,86.0,3.0,1
1132,1,55.0,1,41,27.7208,76.1369719698,4.16440262919,1
1133,1,45.0,2,29,30.0,67.026851531,5.11235414986,1
1134,0,45.0,1,28,134.5,34.0,5.0,0
1135,0,41.7007885931,3,18,7.8875,52.3959243952,2.68364845017,0
1136,0,18.9759872115,3,41,23.45,71.4206218715,2.12833587676,0
1137,0,41.0,1,23,51.8625,21.0,4.0,0
1138,1,22.0,2,37,21.0,7.27348407811,2.33724532779,1
1139,0,42.0,2,22,32.5,25.632198304,3.40870824686,0
1140,1,29.0,2,40,26.0,115.492508174,3.19235684212,1
1141,1,2.33806663522,3,41,14.4542,60.5978827979,3.5775311522,1
1142,1,0.92,2,21,27.75,12.1110653906,4.03580819461,1
1143,0,20.0,3,40,7.925,4.11463493809,2.782274847,0
1144,0,27.0,1,24,136.7792,89.0,3.0,0
1145,0,24.0,3,24,9.325,21.5169279356,1.59151772755,0
1146,0,32.5,3,19,9.5,27.2550272025,2.12776249435,0
1147,0,8.59488431374,3,26,7.55,23.1082863281,2.0502074186,0
1148,0,23.9252012602,3,15,7.75,85.2822262758,4.10145932793,0
1149,0,28.0,3,21,8.05,41.2849233613,3.07210938613,0
1150,1,19.0,2,23,13.0,21.4314089045,2.93541753541,1
1151,0,21.0,3,24,7.775,20.290269133,2.20284000398,0
1152,0,36.5,3,36,17.4,81.0884050862,3.53657149601,0
1153,0,21.0,3,29,7.8542,16.4668111609,2.20768654546,0
1154,1,29.0,2,49,23.0,104.362567704,1.50413753179,1
1155,1,1.0,3,28,12.1833,40.2152326655,4.82515744212,1
1156,0,30.0,2,38,12.7375,49.4954336198,3.19173888303,0
1157,0,46.0381725356,3,21,7.8958,66.2292714058,2.03679656066,0
1158,0,17.9425594604,1,37,0.0,9.31604195919,3.25238912649,0
1159,0,25.4363157764,3,27,7.55,22.3316186288,3.76318637519,0
1160,0,33.3070335223,3,27,8.05,86.2597250165,2.16469781479,1
1161,0,17.0,3,17,8.6625,76.5378389143,3.55906429919,0
1162,0,46.0,1,28,75.2417,6.0,3.0,0
1163,0,21.4986960737,3,16,7.75,23.2683378197,1.08658955514,0
1164,1,26.0,1,45,136.7792,89.0,3.0,1
1165,1,9.03386232007,3,18,15.5,121.441013712,3.5585678845,1
1166,0,17.9834834954,3,21,7.225,2.32660397899,4.630822202,0
1167,1,20.0,2,35,26.0,6.87780545454,5.66661394219,1
1168,0,28.0,2,28,10.5,55.4048914099,5.14085660122,0
1169,0,40.0,2,21,26.0,68.6354535622,3.01186573745,0
1170,0,30.0,2,20,21.0,14.625073021,2.94149804937,0
1171,0,22.0,2,25,10.5,18.5848584128,2.72164174848,0
1172,1,23.0,3,22,8.6625,47.5911105374,2.65688517182,1
1173,1,0.75,3,30,13.775,46.8478521518,4.44176127572,0
1174,1,28.6717466791,3,21,7.75,48.4275140354,3.84105324338,1
1175,0,9.0,3,26,15.2458,86.8829901945,3.95260124279,1
1176,0,2.0,3,27,20.2125,74.3625404217,2.09254596566,1
1177,0,36.0,3,19,7.25,43.289541265,4.94143463177,0
1178,0,17.7434331324,3,38,7.25,120.663109919,5.87059430432,0
1179,1,24.0,1,26,82.2667,45.0,2.0,0
1180,0,27.5328228064,3,23,7.2292,46.0,6.0,0
1181,0,18.9596786964,3,16,8.05,48.3426335364,3.76083933833,0
1182,1,45.5980185558,1,35,39.6,12.3807738572,1.95338309087,0
1183,0,30.0,3,38,6.95,104.657186441,3.64950570973,1
1184,0,47.7526884041,3,17,7.2292,66.0310814241,2.35902275892,0
1185,0,53.0,1,21,81.8583,34.0,1.0,0
1186,0,36.0,3,25,9.5,42.5103438395,2.70269691976,0
1187,0,26.0,3,20,7.8958,43.0794756348,2.30916401579,0
1188,1,1.0,2,21,41.5792,34.2645103911,3.19180798105,1
1189,0,14.2622975942,3,17,21.6792,1.46513559099,2.33738716647,0
1190,0,30.0,1,26,45.5,51.5171196803,2.63155592544,0
1191,0,29.0,3,19,7.8542,26.7941936694,5.07142807737,0
1192,0,32.0,3,25,7.775,22.9473280439,2.61719328039,0
1193,0,10.4538657251,2,19,15.0458,34.9294527863,4.0,0
1194,0,43.0,2,27,21.0,2.70443521158,3.55618298689,0
1195,0,24.0,3,17,8.6625,10.206978124,2.86595128211,0
1196,1,33.2260741299,3,33,7.75,58.7186655333,1.95621456654,1
1197,1,64.0,1,58,26.55,26.0,2.0,1
1198,0,30.0,1,36,151.55,22.0,3.0,0
1199,0,0.83,3,25,9.35,38.4249338755,2.01618938913,0
1200,0,55.0,1,26,93.5,69.0,2.0,0
1201,0,45.0,3,42,14.1083,66.0563687407,2.87834940755,1
1202,0,18.0,3,20,8.6625,71.3110767032,2.50583668867,0
1203,0,22.0,3,20,7.225,42.8115057404,2.00034234984,0
1204,0,31.7720635313,3,19,7.575,25.58585842,3.63236485141,0
1205,1,37.0,3,19,7.75,24.3940986962,2.47345065836,1
1206,1,55.0,1,37,135.6333,32.0,3.0,1
1207,1,17.0,3,20,7.7333,43.443063595,3.55885959594,1
1208,0,57.0,1,29,146.5208,78.0,2.0,0
1209,0,19.0,2,26,10.5,48.9635998376,3.16602482968,0
1210,0,27.0,3,25,7.8542,67.453582077,3.08524989399,0
1211,0,22.0,2,28,31.5,28.3974116042,3.85498780998,0
1212,0,26.0,3,27,7.775,52.3108657305,2.50053462394,0
1213,0,25.0,3,21,7.2292,57.0,6.0,0
1214,0,26.0,2,18,13.0,2.0,6.0,0
1215,0,33.0,1,18,26.55,93.4372383096,2.82014803136,0
1216,1,39.0,1,22,211.3375,0.258709663852,1.79349846422,1
1217,0,23.0,3,14,7.05,72.1470288539,3.37291658587,0
1218,1,12.0,2,28,39.0,4.0,6.0,1
1219,1,46.0,1,43,79.2,2.28149274919,4.36454828258,0
1220,0,29.0,2,29,26.0,61.2803825096,3.11091542647,0
1221,0,21.0,2,19,13.0,6.33072636171,4.0489333228,0
1222,1,48.0,2,54,36.75,63.0775600207,4.09100471539,1
1223,0,39.0,1,28,29.7,18.0,1.0,0
1224,0,4.09075602885,3,19,7.225,59.9882782035,3.02553298659,0
1225,1,19.0,3,37,15.7417,15.5653599895,5.03721389437,1
1226,0,27.0,3,13,7.8958,32.406979568,3.89218494745,0
1227,0,30.0,1,24,26.0,106.0,3.0,0
1228,0,32.0,2,26,13.0,70.5516814755,2.15318739375,0
1229,0,39.0,3,17,7.2292,6.65996638247,2.91742913915,0
1230,0,25.0,2,20,31.5,54.844455355,2.81410486094,0
1231,0,10.2987127531,3,21,7.2292,38.6866261765,1.14503965701,0
1232,0,18.0,2,29,10.5,19.2681675065,1.31768212563,0
1233,0,32.0,3,26,7.5792,3.35943508442,2.57380545288,0
1234,0,37.3346407236,3,21,69.55,89.1206537134,1.11563314008,0
1235,1,58.0,1,63,512.3292,51.0,2.0,1
1236,0,25.5712949115,3,35,14.5,90.015674488,3.61705386447,0
1237,1,16.0,3,27,7.65,55.7505259336,2.50675668919,1
1238,0,26.0,2,26,13.0,56.3479200497,4.31558518257,0
1239,1,38.0,3,47,7.2292,42.2939920975,5.12949831358,1
1240,0,24.0,2,16,13.5,19.2562880798,3.91042161966,0
1241,1,31.0,2,22,21.0,83.0761817935,4.26399401478,1
1242,1,45.0,1,44,63.3583,10.0,4.0,1
1243,0,25.0,2,25,10.5,58.5955746472,3.35474319976,0
1244,0,18.0,2,19,73.5,80.2587454605,4.18152026264,0
1245,0,49.0,2,18,65.0,24.6582995202,5.31088414136,0
1246,1,0.17,3,39,20.575,1.7204036823,4.20642728431,1
1247,0,50.0,1,24,26.0,60.0,5.0,0
1248,1,59.0,1,46,51.4792,101.0,3.0,1
1249,0,28.6630517052,3,19,7.8792,42.8306609646,2.26265000879,0
1250,0,40.4375292587,3,20,7.75,0.644788040111,4.22370760945,0
1251,1,30.0,3,51,15.55,37.1055843218,5.88998227117,1
1252,0,14.5,3,27,69.55,52.0152463102,2.00320399273,0
1253,1,24.0,2,39,37.0042,49.8622165657,3.59606719518,1
1254,1,31.0,2,44,21.0,36.9756596881,3.7000592116,1
1255,0,27.0,3,17,8.6625,13.4048747488,3.46462663998,0
1256,1,25.0,1,44,55.4417,50.0,5.0,1
1257,0,54.0525084855,3,30,69.55,23.6682965104,4.44591199366,1
1258,0,36.8539817163,3,17,14.4583,58.8013949016,2.62064238138,0
1259,0,22.0,3,44,39.6875,91.0135857966,5.19550603837,1
1260,1,45.0,1,39,59.4,52.9616411462,5.56816336449,1
1261,0,29.0,2,29,13.8583,1.42855607316,3.74243555675,0
1262,0,21.0,2,16,11.5,55.8861657861,4.38993772895,0
1263,1,31.0,1,25,134.5,39.0,5.0,1
1264,0,49.0,1,23,0.0,52.0,2.0,0
1265,0,44.0,2,22,13.0,43.6223678243,4.77154608859,0
1266,1,54.0,1,37,81.8583,34.0,1.0,1
1267,1,45.0,1,24,262.375,78.7856518869,2.92519544627,1
1268,1,22.0,3,17,8.6625,17.5792984933,2.75200190268,1
1269,0,21.0,2,28,11.5,11.7277698078,5.01534300019,0
1270,0,55.0,1,27,50.0,39.0,3.0,0
1271,0,5.0,3,27,31.3875,72.4489186675,1.58578013313,0
1272,0,30.5951734087,3,21,7.75,26.809514212,5.94588984204,0
1273,0,26.0,3,17,7.8792,38.2271677218,1.89764294703,0
1274,1,61.2823191193,3,26,14.5,35.4558625048,4.26249236752,1
1275,1,19.0,3,35,16.1,29.0134082571,2.51964996811,1
1276,0,30.7274779307,2,30,12.875,25.1048035374,4.42849914953,0
1277,1,24.0,2,18,65.0,38.4873561673,5.14964652547,1
1278,0,24.0,3,30,7.775,11.1776800364,2.36959566484,0
1279,0,57.0,2,15,13.0,22.8035601966,2.00760278424,0
1280,0,21.0,3,20,7.75,83.8343311061,4.64288529904,0
1281,0,6.0,3,27,21.075,18.2802626172,2.19546727869,0
1282,0,23.0,1,26,93.5,24.0,2.0,0
1283,1,51.0,1,46,39.4,28.0,4.0,1
1284,0,13.0,3,29,20.25,44.209333515,3.4141096359,0
1285,0,47.0,2,20,10.5,44.3744674523,1.68898744959,0
1286,0,29.0,3,24,22.025,6.57112203641,3.23362877045,0
1287,1,18.0,1,46,60.0,31.0,3.0,1
1288,0,24.0,3,20,7.25,50.3148221787,2.54304478921,0
1289,1,48.0,1,63,79.2,41.0,2.0,1
1290,0,22.0,3,30,7.775,72.240857246,1.74922721203,0
1291,0,31.0,3,24,7.7333,54.5797072638,3.61071395406,0
1292,1,30.0,1,23,164.8667,7.0,3.0,1
1293,0,38.0,2,15,21.0,28.6014726786,4.16443133344,0
1294,1,22.0,1,30,59.4,48.2953166128,2.42991209872,1
1295,0,17.0,1,22,47.1,46.1722626008,3.30732489803,0
1296,0,43.0,1,28,27.7208,40.0,4.0,0
1297,1,20.0,2,44,13.8625,38.0,4.0,0
1298,0,23.0,2,25,10.5,15.9137238312,4.96494083624,0
1299,0,50.0,1,26,211.5,80.0,3.0,0
1300,1,3.18472958246,3,31,7.7208,11.6162456056,4.86387513203,1
1301,1,3.0,3,25,13.775,22.3884078176,2.403509744,1
1302,1,19.1164077097,3,22,7.75,89.6793905773,3.28727074768,1
1303,1,37.0,1,47,90.0,78.0,3.0,1
1304,1,28.0,3,30,7.775,42.6137735066,1.76057895066,1
1305,0,41.8176846076,3,18,8.05,119.416041573,3.41516675344,0
1306,1,39.0,1,28,108.9,105.0,3.0,1
1307,0,38.5,3,28,7.25,28.4440431347,5.75559456215,0
1308,0,62.3098198696,3,19,8.05,32.6455267041,5.32483612387,0
1309,0,9.72959756472,3,24,22.3583,16.1272991513,3.79663803303,0
