@relation testTrimmedNoneMissing

@attribute 'Age' numeric
@attribute 'Pclass' numeric
@attribute 'NameLength' numeric
@attribute 'Fare' numeric
@attribute 'DeckCabin' numeric
@attribute 'DeckNumber' numeric
@attribute 'IsFemale' numeric
@attribute 'Survived' numeric


@data
17.0,3.0,18.0,8.05,4.62775540097,4.00301029765,0.0,?
21.0733937363,3.0,15.0,69.55,62.8263924037,2.09749112543,1.0,?
40.0,2.0,15.0,13.0,50.0344167782,2.76652523677,0.0,?
34.0,2.0,20.0,26.0,48.360515658,1.68155145995,0.0,?
11.9677842759,1.0,22.0,26.0,9.25838459943,4.74885142399,0.0,?
11.5,3.0,33.0,14.5,58.0535025721,3.39839891348,0.0,?
61.0,2.0,17.0,12.35,64.9353221314,3.0590304186,0.0,?
8.0,2.0,29.0,32.5,40.6505096797,2.4886072789,0.0,?
33.0,3.0,33.0,7.8542,49.361552338,2.67813530457,0.0,?
6.0,1.0,31.0,134.5,34.0,5.0,0.0,?
18.0,3.0,27.0,7.775,17.8756407137,3.48599004546,1.0,?
23.0,2.0,30.0,10.5,56.0322030795,2.27067144286,0.0,?
31.9659958039,3.0,39.0,8.1125,81.2364002016,4.17562980882,1.0,?
15.7348677701,3.0,18.0,15.5,34.3818975551,2.99416690304,1.0,?
0.33,3.0,39.0,14.4,53.7273632008,4.87550639989,0.0,?
47.0,1.0,22.0,227.525,62.0,3.0,0.0,?
8.0,2.0,26.0,26.0,41.3152853618,1.94054580782,1.0,?
25.0,2.0,24.0,10.5,32.2707086676,4.95428317717,0.0,?
37.1281078817,1.0,25.0,25.7417,1.62905591279,5.11651655669,0.0,?
35.0,3.0,24.0,7.75,34.061441446,2.75989039415,1.0,?
24.0,2.0,28.0,10.5,1.91255367713,3.43803566758,0.0,?
33.0,1.0,29.0,27.7208,11.0,1.0,1.0,?
25.0,3.0,18.0,7.8958,29.6815737302,1.03770484514,0.0,?
32.0,3.0,27.0,22.525,80.8397026378,4.59064106514,0.0,?
37.6881294146,3.0,17.0,7.05,25.6878782401,5.27631932512,0.0,?
17.0,2.0,25.0,73.5,81.5954391801,3.47035751671,0.0,?
60.0,2.0,44.0,26.0,11.618339156,3.11001941431,1.0,?
38.0,3.0,38.0,7.775,34.9124297119,3.92617599834,1.0,?
42.0,1.0,21.0,42.5,11.0,2.0,0.0,?
32.5372646864,3.0,26.0,7.8792,89.902217332,1.46638689072,1.0,?
57.0,1.0,24.0,164.8667,15.1539005697,3.12647041486,0.0,?
50.0,1.0,44.0,211.5,80.0,3.0,1.0,?
32.4831002513,3.0,31.0,8.05,37.8998746095,4.87317923179,0.0,?
30.0,2.0,30.0,13.8583,11.1131052911,1.83301206579,1.0,?
21.0,3.0,22.0,8.05,36.0300602664,1.89919470544,0.0,?
22.0,2.0,26.0,10.5,33.0,6.0,1.0,?
21.0,3.0,29.0,7.7958,99.7062258125,3.66966618433,0.0,?
53.0,1.0,48.0,27.4458,32.011252936,2.32029038232,1.0,?
1.33238710894,3.0,48.0,15.2458,0.59882252596,2.8812534007,1.0,?
23.0,3.0,26.0,7.7958,66.473341276,4.7654006182,0.0,?
15.95189422,3.0,22.0,7.75,18.737764425,2.6452727044,1.0,?
40.5,3.0,25.0,15.1,26.5006224234,4.32617927041,0.0,?
36.0,2.0,34.0,13.0,7.29475166809,5.04583194266,0.0,?
14.0,2.0,27.0,65.0,47.694666158,1.76582212084,0.0,?
21.0,1.0,24.0,26.55,25.0666879423,2.64793657729,1.0,?
21.0,3.0,23.0,6.4958,41.8894905676,3.86428530332,0.0,?
27.8024486766,3.0,20.0,7.8792,6.11783797267,3.54995744053,0.0,?
39.0,1.0,25.0,71.2833,85.0,3.0,0.0,?
20.0,3.0,22.0,7.8542,71.7516356851,2.72548299821,0.0,?
64.0,1.0,24.0,75.25,37.0,4.0,0.0,?
20.0,3.0,19.0,7.225,26.0859921316,6.19246111274,0.0,?
18.0,2.0,21.0,13.0,117.193047406,3.90351850721,1.0,?
48.0,1.0,43.0,106.425,86.0,3.0,1.0,?
55.0,1.0,41.0,27.7208,76.1369719698,4.16440262919,1.0,?
45.0,2.0,29.0,30.0,67.026851531,5.11235414986,1.0,?
45.0,1.0,28.0,134.5,34.0,5.0,0.0,?
41.7007885931,3.0,18.0,7.8875,52.3959243952,2.68364845017,0.0,?
18.9759872115,3.0,41.0,23.45,71.4206218715,2.12833587676,0.0,?
41.0,1.0,23.0,51.8625,21.0,4.0,0.0,?
22.0,2.0,37.0,21.0,7.27348407811,2.33724532779,1.0,?
42.0,2.0,22.0,32.5,25.632198304,3.40870824686,0.0,?
29.0,2.0,40.0,26.0,115.492508174,3.19235684212,1.0,?
2.33806663522,3.0,41.0,14.4542,60.5978827979,3.5775311522,1.0,?
0.92,2.0,21.0,27.75,12.1110653906,4.03580819461,1.0,?
20.0,3.0,40.0,7.925,4.11463493809,2.782274847,0.0,?
27.0,1.0,24.0,136.7792,89.0,3.0,0.0,?
24.0,3.0,24.0,9.325,21.5169279356,1.59151772755,0.0,?
32.5,3.0,19.0,9.5,27.2550272025,2.12776249435,0.0,?
8.59488431374,3.0,26.0,7.55,23.1082863281,2.0502074186,0.0,?
23.9252012602,3.0,15.0,7.75,85.2822262758,4.10145932793,0.0,?
28.0,3.0,21.0,8.05,41.2849233613,3.07210938613,0.0,?
19.0,2.0,23.0,13.0,21.4314089045,2.93541753541,1.0,?
21.0,3.0,24.0,7.775,20.290269133,2.20284000398,0.0,?
36.5,3.0,36.0,17.4,81.0884050862,3.53657149601,0.0,?
21.0,3.0,29.0,7.8542,16.4668111609,2.20768654546,0.0,?
29.0,2.0,49.0,23.0,104.362567704,1.50413753179,1.0,?
1.0,3.0,28.0,12.1833,40.2152326655,4.82515744212,1.0,?
30.0,2.0,38.0,12.7375,49.4954336198,3.19173888303,0.0,?
46.0381725356,3.0,21.0,7.8958,66.2292714058,2.03679656066,0.0,?
17.9425594604,1.0,37.0,0.0,9.31604195919,3.25238912649,0.0,?
25.4363157764,3.0,27.0,7.55,22.3316186288,3.76318637519,0.0,?
33.3070335223,3.0,27.0,8.05,86.2597250165,2.16469781479,1.0,?
17.0,3.0,17.0,8.6625,76.5378389143,3.55906429919,0.0,?
46.0,1.0,28.0,75.2417,6.0,3.0,0.0,?
21.4986960737,3.0,16.0,7.75,23.2683378197,1.08658955514,0.0,?
26.0,1.0,45.0,136.7792,89.0,3.0,1.0,?
9.03386232007,3.0,18.0,15.5,121.441013712,3.5585678845,1.0,?
17.9834834954,3.0,21.0,7.225,2.32660397899,4.630822202,0.0,?
20.0,2.0,35.0,26.0,6.87780545454,5.66661394219,1.0,?
28.0,2.0,28.0,10.5,55.4048914099,5.14085660122,0.0,?
40.0,2.0,21.0,26.0,68.6354535622,3.01186573745,0.0,?
30.0,2.0,20.0,21.0,14.625073021,2.94149804937,0.0,?
22.0,2.0,25.0,10.5,18.5848584128,2.72164174848,0.0,?
23.0,3.0,22.0,8.6625,47.5911105374,2.65688517182,1.0,?
0.75,3.0,30.0,13.775,46.8478521518,4.44176127572,0.0,?
28.6717466791,3.0,21.0,7.75,48.4275140354,3.84105324338,1.0,?
9.0,3.0,26.0,15.2458,86.8829901945,3.95260124279,1.0,?
2.0,3.0,27.0,20.2125,74.3625404217,2.09254596566,1.0,?
36.0,3.0,19.0,7.25,43.289541265,4.94143463177,0.0,?
17.7434331324,3.0,38.0,7.25,120.663109919,5.87059430432,0.0,?
24.0,1.0,26.0,82.2667,45.0,2.0,0.0,?
27.5328228064,3.0,23.0,7.2292,46.0,6.0,0.0,?
18.9596786964,3.0,16.0,8.05,48.3426335364,3.76083933833,0.0,?
45.5980185558,1.0,35.0,39.6,12.3807738572,1.95338309087,0.0,?
30.0,3.0,38.0,6.95,104.657186441,3.64950570973,1.0,?
47.7526884041,3.0,17.0,7.2292,66.0310814241,2.35902275892,0.0,?
53.0,1.0,21.0,81.8583,34.0,1.0,0.0,?
36.0,3.0,25.0,9.5,42.5103438395,2.70269691976,0.0,?
26.0,3.0,20.0,7.8958,43.0794756348,2.30916401579,0.0,?
1.0,2.0,21.0,41.5792,34.2645103911,3.19180798105,1.0,?
14.2622975942,3.0,17.0,21.6792,1.46513559099,2.33738716647,0.0,?
30.0,1.0,26.0,45.5,51.5171196803,2.63155592544,0.0,?
29.0,3.0,19.0,7.8542,26.7941936694,5.07142807737,0.0,?
32.0,3.0,25.0,7.775,22.9473280439,2.61719328039,0.0,?
10.4538657251,2.0,19.0,15.0458,34.9294527863,4.0,0.0,?
43.0,2.0,27.0,21.0,2.70443521158,3.55618298689,0.0,?
24.0,3.0,17.0,8.6625,10.206978124,2.86595128211,0.0,?
33.2260741299,3.0,33.0,7.75,58.7186655333,1.95621456654,1.0,?
64.0,1.0,58.0,26.55,26.0,2.0,1.0,?
30.0,1.0,36.0,151.55,22.0,3.0,0.0,?
0.83,3.0,25.0,9.35,38.4249338755,2.01618938913,0.0,?
55.0,1.0,26.0,93.5,69.0,2.0,0.0,?
45.0,3.0,42.0,14.1083,66.0563687407,2.87834940755,1.0,?
18.0,3.0,20.0,8.6625,71.3110767032,2.50583668867,0.0,?
22.0,3.0,20.0,7.225,42.8115057404,2.00034234984,0.0,?
31.7720635313,3.0,19.0,7.575,25.58585842,3.63236485141,0.0,?
37.0,3.0,19.0,7.75,24.3940986962,2.47345065836,1.0,?
55.0,1.0,37.0,135.6333,32.0,3.0,1.0,?
17.0,3.0,20.0,7.7333,43.443063595,3.55885959594,1.0,?
57.0,1.0,29.0,146.5208,78.0,2.0,0.0,?
19.0,2.0,26.0,10.5,48.9635998376,3.16602482968,0.0,?
27.0,3.0,25.0,7.8542,67.453582077,3.08524989399,0.0,?
22.0,2.0,28.0,31.5,28.3974116042,3.85498780998,0.0,?
26.0,3.0,27.0,7.775,52.3108657305,2.50053462394,0.0,?
25.0,3.0,21.0,7.2292,57.0,6.0,0.0,?
26.0,2.0,18.0,13.0,2.0,6.0,0.0,?
33.0,1.0,18.0,26.55,93.4372383096,2.82014803136,0.0,?
39.0,1.0,22.0,211.3375,0.258709663852,1.79349846422,1.0,?
23.0,3.0,14.0,7.05,72.1470288539,3.37291658587,0.0,?
12.0,2.0,28.0,39.0,4.0,6.0,1.0,?
46.0,1.0,43.0,79.2,2.28149274919,4.36454828258,0.0,?
29.0,2.0,29.0,26.0,61.2803825096,3.11091542647,0.0,?
21.0,2.0,19.0,13.0,6.33072636171,4.0489333228,0.0,?
48.0,2.0,54.0,36.75,63.0775600207,4.09100471539,1.0,?
39.0,1.0,28.0,29.7,18.0,1.0,0.0,?
4.09075602885,3.0,19.0,7.225,59.9882782035,3.02553298659,0.0,?
19.0,3.0,37.0,15.7417,15.5653599895,5.03721389437,1.0,?
27.0,3.0,13.0,7.8958,32.406979568,3.89218494745,0.0,?
30.0,1.0,24.0,26.0,106.0,3.0,0.0,?
32.0,2.0,26.0,13.0,70.5516814755,2.15318739375,0.0,?
39.0,3.0,17.0,7.2292,6.65996638247,2.91742913915,0.0,?
25.0,2.0,20.0,31.5,54.844455355,2.81410486094,0.0,?
10.2987127531,3.0,21.0,7.2292,38.6866261765,1.14503965701,0.0,?
18.0,2.0,29.0,10.5,19.2681675065,1.31768212563,0.0,?
32.0,3.0,26.0,7.5792,3.35943508442,2.57380545288,0.0,?
37.3346407236,3.0,21.0,69.55,89.1206537134,1.11563314008,0.0,?
58.0,1.0,63.0,512.3292,51.0,2.0,1.0,?
25.5712949115,3.0,35.0,14.5,90.015674488,3.61705386447,0.0,?
16.0,3.0,27.0,7.65,55.7505259336,2.50675668919,1.0,?
26.0,2.0,26.0,13.0,56.3479200497,4.31558518257,0.0,?
38.0,3.0,47.0,7.2292,42.2939920975,5.12949831358,1.0,?
24.0,2.0,16.0,13.5,19.2562880798,3.91042161966,0.0,?
31.0,2.0,22.0,21.0,83.0761817935,4.26399401478,1.0,?
45.0,1.0,44.0,63.3583,10.0,4.0,1.0,?
25.0,2.0,25.0,10.5,58.5955746472,3.35474319976,0.0,?
18.0,2.0,19.0,73.5,80.2587454605,4.18152026264,0.0,?
49.0,2.0,18.0,65.0,24.6582995202,5.31088414136,0.0,?
0.17,3.0,39.0,20.575,1.7204036823,4.20642728431,1.0,?
50.0,1.0,24.0,26.0,60.0,5.0,0.0,?
59.0,1.0,46.0,51.4792,101.0,3.0,1.0,?
28.6630517052,3.0,19.0,7.8792,42.8306609646,2.26265000879,0.0,?
40.4375292587,3.0,20.0,7.75,0.644788040111,4.22370760945,0.0,?
30.0,3.0,51.0,15.55,37.1055843218,5.88998227117,1.0,?
14.5,3.0,27.0,69.55,52.0152463102,2.00320399273,0.0,?
24.0,2.0,39.0,37.0042,49.8622165657,3.59606719518,1.0,?
31.0,2.0,44.0,21.0,36.9756596881,3.7000592116,1.0,?
27.0,3.0,17.0,8.6625,13.4048747488,3.46462663998,0.0,?
25.0,1.0,44.0,55.4417,50.0,5.0,1.0,?
54.0525084855,3.0,30.0,69.55,23.6682965104,4.44591199366,1.0,?
36.8539817163,3.0,17.0,14.4583,58.8013949016,2.62064238138,0.0,?
22.0,3.0,44.0,39.6875,91.0135857966,5.19550603837,1.0,?
45.0,1.0,39.0,59.4,52.9616411462,5.56816336449,1.0,?
29.0,2.0,29.0,13.8583,1.42855607316,3.74243555675,0.0,?
21.0,2.0,16.0,11.5,55.8861657861,4.38993772895,0.0,?
31.0,1.0,25.0,134.5,39.0,5.0,1.0,?
49.0,1.0,23.0,0.0,52.0,2.0,0.0,?
44.0,2.0,22.0,13.0,43.6223678243,4.77154608859,0.0,?
54.0,1.0,37.0,81.8583,34.0,1.0,1.0,?
45.0,1.0,24.0,262.375,78.7856518869,2.92519544627,1.0,?
22.0,3.0,17.0,8.6625,17.5792984933,2.75200190268,1.0,?
21.0,2.0,28.0,11.5,11.7277698078,5.01534300019,0.0,?
55.0,1.0,27.0,50.0,39.0,3.0,0.0,?
5.0,3.0,27.0,31.3875,72.4489186675,1.58578013313,0.0,?
30.5951734087,3.0,21.0,7.75,26.809514212,5.94588984204,0.0,?
26.0,3.0,17.0,7.8792,38.2271677218,1.89764294703,0.0,?
61.2823191193,3.0,26.0,14.5,35.4558625048,4.26249236752,1.0,?
19.0,3.0,35.0,16.1,29.0134082571,2.51964996811,1.0,?
30.7274779307,2.0,30.0,12.875,25.1048035374,4.42849914953,0.0,?
