@relation trainTrimmedNoneMissing

@attribute 'Age' numeric
@attribute 'Pclass' numeric
@attribute 'NameLength' numeric
@attribute 'Fare' numeric
@attribute 'DeckCabin' numeric
@attribute 'DeckNumber' numeric
@attribute 'IsFemale' numeric
@attribute 'Survived' numeric


@data
33.0,3.0,55.0,15.85,34.0404318652,5.9035975188,1.0,1.0
16.0,3.0,22.0,34.375,105.321415547,1.78188819852,0.0,0.0
3.47855956598,3.0,29.0,8.05,133.041120405,4.00183007039,0.0,0.0
23.0,1.0,26.0,263.0,23.0,3.0,1.0,1.0
24.0,3.0,22.0,8.05,74.6119700582,4.41396516778,0.0,0.0
29.0,3.0,20.0,8.05,77.0685546022,3.65079504402,0.0,0.0
20.0,3.0,26.0,7.8542,80.8809658313,3.09482801969,0.0,0.0
46.0,1.0,27.0,61.175,31.0,5.0,0.0,0.0
26.0,3.0,23.0,20.575,7.36784490755,4.6156575302,0.0,0.0
59.0,3.0,17.0,7.25,14.9082548895,3.8988344149,0.0,0.0
8.50225193885,3.0,27.0,8.05,21.1601076413,3.80913136215,0.0,0.0
71.0,1.0,25.0,34.6542,5.0,1.0,0.0,0.0
23.0,1.0,31.0,63.3583,10.0,4.0,0.0,1.0
34.0,2.0,36.0,23.0,136.534962841,2.72728815357,1.0,1.0
34.0,2.0,17.0,26.0,100.394168433,4.79288039445,0.0,0.0
28.0,3.0,23.0,7.8958,82.7282212736,1.03133419503,1.0,0.0
45.4233597191,3.0,32.0,7.8958,135.459067865,3.50161832082,0.0,0.0
21.0,1.0,25.0,77.2875,26.0,4.0,0.0,0.0
33.0,3.0,26.0,8.6542,31.4349537377,4.29625024545,0.0,0.0
37.0,3.0,30.0,7.925,51.2246874449,5.38456304177,0.0,0.0
28.0,3.0,21.0,7.8958,85.5253141714,5.94051008006,0.0,0.0
21.0,3.0,32.0,7.65,12.3690907756,3.00486435876,1.0,1.0
6.23969201048,3.0,22.0,7.775,69.6774789204,3.64741316805,0.0,1.0
38.0,3.0,15.0,7.8958,45.326799214,3.63987021576,0.0,0.0
46.1075587254,3.0,19.0,24.15,17.4306746816,4.30806089216,1.0,1.0
47.0,1.0,30.0,52.0,110.0,3.0,0.0,0.0
14.5,3.0,20.0,14.4542,72.3026330008,2.83150213077,1.0,0.0
22.0,3.0,22.0,8.05,37.2940319876,2.45262627239,0.0,0.0
20.0,3.0,23.0,9.825,88.8250394667,1.62194334315,1.0,0.0
17.0,3.0,21.0,14.4583,30.5667622771,2.21209967096,1.0,0.0
21.0,3.0,21.0,7.925,5.02784587685,3.99059271198,0.0,0.0
70.5,3.0,20.0,7.75,45.4634953751,6.71994604665,0.0,0.0
29.0,2.0,31.0,21.0,6.61632111242,3.4905476299,0.0,0.0
24.0,1.0,24.0,247.5208,58.0,2.0,0.0,0.0
2.0,3.0,33.0,31.275,26.3851376084,3.28812080734,1.0,0.0
21.0,2.0,27.0,73.5,16.8928060068,5.17413517919,0.0,0.0
17.8071342844,3.0,26.0,8.05,119.840594833,0.763044126683,0.0,0.0
32.5,2.0,20.0,30.0708,40.3395019559,4.20647404743,0.0,0.0
32.5,2.0,19.0,13.0,101.0,5.0,1.0,1.0
54.0,1.0,27.0,77.2875,26.0,4.0,0.0,0.0
12.0,3.0,28.0,11.2417,153.221604894,4.46163497791,0.0,1.0
57.6941555188,3.0,19.0,7.75,20.4730777729,5.46576608425,0.0,0.0
24.0,3.0,25.0,7.1417,72.782657119,4.32388846965,0.0,1.0
9.96035436508,3.0,17.0,22.3583,69.0,6.0,1.0,1.0
45.0,3.0,18.0,6.975,52.1796834652,4.68042590941,0.0,0.0
33.0,3.0,20.0,7.8958,34.910271447,2.14532094543,0.0,0.0
20.0,3.0,30.0,7.05,11.2330188762,3.2590827287,0.0,0.0
47.0,3.0,46.0,14.5,60.785144394,2.87500510624,1.0,0.0
29.0,2.0,45.0,26.0,52.0464521987,3.5538441727,1.0,1.0
25.0,2.0,30.0,13.0,49.9883053832,2.86460868273,0.0,0.0
23.0,2.0,18.0,15.0458,4.98062959712,6.28186758304,0.0,0.0
19.0,1.0,28.0,26.2833,47.0,4.0,1.0,1.0
37.0,1.0,27.0,53.1,123.0,3.0,0.0,0.0
16.0,3.0,19.0,9.2167,39.6281805928,6.53803193612,0.0,0.0
24.0,1.0,18.0,79.2,86.0,2.0,0.0,0.0
14.2726584495,3.0,29.0,15.2458,17.1117400147,5.50131435656,1.0,0.0
22.0,3.0,24.0,7.75,36.6322016685,4.60044928566,1.0,1.0
24.0,3.0,52.0,15.85,35.9764327917,2.10516709854,1.0,1.0
19.0,3.0,19.0,6.75,62.8514355716,2.40849223594,0.0,0.0
18.0,2.0,26.0,11.5,88.3367564556,2.70413834126,0.0,0.0
19.0,2.0,28.0,36.75,87.9473758643,2.52472506955,0.0,0.0
27.0,3.0,44.0,7.7958,50.9064489259,4.87350180871,0.0,1.0
9.0,3.0,32.0,34.375,50.1143890981,2.10591152501,1.0,0.0
36.5,2.0,40.0,26.0,2.0,6.0,0.0,0.0
42.0,2.0,33.0,13.0,69.7397099995,2.79665408536,0.0,0.0
51.0,2.0,26.0,12.525,50.2606151867,2.0169096696,0.0,0.0
22.0,1.0,33.0,66.6,2.0,3.0,1.0,1.0
55.5,3.0,16.0,8.05,8.92972954562,2.16011210369,0.0,0.0
40.5,3.0,31.0,14.5,15.073194965,4.78060423166,0.0,0.0
12.5173248042,3.0,21.0,7.3125,46.5236395923,5.41871798912,0.0,0.0
51.0,1.0,27.0,61.3792,67.3762610648,2.11660308163,0.0,0.0
16.0,3.0,32.0,7.7333,62.5674288041,5.92739007239,1.0,1.0
30.0,3.0,15.0,8.05,8.32056393573,1.11912640158,0.0,0.0
1.58967059908,3.0,19.0,8.6625,103.563384466,3.02446852981,0.0,0.0
15.0096061078,3.0,26.0,69.55,39.6710455194,4.12467270882,0.0,0.0
44.0,3.0,24.0,16.1,22.651960559,4.74414333861,0.0,0.0
40.0,2.0,50.0,15.75,74.7774152856,5.69522241728,1.0,1.0
26.0,3.0,26.0,7.775,45.6904707086,4.33677963255,0.0,0.0
17.0,3.0,15.0,8.6625,66.3511327483,2.00473439955,0.0,0.0
1.0,3.0,28.0,39.6875,28.1137146232,4.41738219249,0.0,0.0
9.0,3.0,47.0,20.525,71.2818005886,3.60679237547,0.0,1.0
13.3452738037,1.0,38.0,55.0,33.0,5.0,1.0,1.0
45.0,3.0,47.0,27.9,52.0261151858,2.02560630752,1.0,0.0
27.9674453794,1.0,19.0,25.925,54.179835384,4.59976090587,0.0,0.0
28.0,3.0,13.0,56.4958,2.68438123818,1.00141814387,0.0,0.0
61.0,1.0,25.0,33.5,19.0,2.0,0.0,0.0
4.0,3.0,20.0,29.125,66.9449903681,3.82035342818,0.0,0.0
1.0,3.0,28.0,11.1333,70.6396729385,3.01401704276,1.0,1.0
21.0,3.0,25.0,7.925,44.0261622063,2.58424586551,0.0,0.0
56.0,1.0,23.0,30.6958,7.0,1.0,0.0,0.0
18.0,3.0,22.0,7.8542,55.4981481475,4.08441014916,0.0,0.0
3.78040465184,3.0,29.0,25.4667,19.4862430939,3.44261899171,0.0,0.0
50.0,1.0,26.0,28.7125,49.0,3.0,1.0,0.0
30.0,2.0,18.0,13.0,64.2830450338,2.19460410312,0.0,0.0
36.0,3.0,19.0,0.0,92.4951636921,2.4918367593,0.0,0.0
39.5923116432,3.0,28.0,69.55,35.0681104775,4.2747459041,1.0,0.0
21.253740686,2.0,16.0,15.05,61.2476918938,2.75332516829,0.0,0.0
9.0,3.0,37.0,31.3875,46.4951231767,1.66792719236,0.0,0.0
1.0,2.0,25.0,39.0,4.0,6.0,0.0,1.0
4.0,3.0,35.0,22.025,29.8364697259,4.11713859296,1.0,1.0
21.975092719,1.0,21.0,50.0,32.0,1.0,0.0,0.0
7.80454692984,3.0,47.0,15.5,34.7178651277,5.30139804109,1.0,1.0
45.0,1.0,45.0,26.55,29.5806493168,4.09237397532,0.0,1.0
40.0,3.0,16.0,15.5,96.9532198144,2.09748595511,0.0,0.0
36.0,3.0,19.0,7.8958,24.3211619841,2.79789776586,0.0,0.0
32.0,2.0,19.0,13.0,91.4507608221,1.66203871958,1.0,1.0
19.0,2.0,21.0,13.0,12.276120673,4.87319505001,0.0,0.0
19.0,3.0,47.0,7.8542,35.6479603088,3.45940631761,1.0,1.0
3.0,2.0,26.0,26.0,2.0,6.0,0.0,1.0
44.0,1.0,41.0,27.7208,4.0,2.0,1.0,1.0
58.0,1.0,20.0,146.5208,80.0,2.0,1.0,1.0
32.3379037613,3.0,19.0,7.75,102.480554649,3.10412144054,0.0,0.0
42.0,3.0,32.0,8.4042,10.4484663173,2.50694545594,0.0,0.0
14.6205295069,3.0,32.0,7.75,36.8681770535,2.70536234589,1.0,1.0
24.0,2.0,38.0,13.0,9.6362773666,3.55110547362,1.0,0.0
28.0,3.0,30.0,9.5,37.9412728549,2.27878842932,0.0,0.0
38.2418150618,3.0,19.0,69.55,121.799440538,4.27308934146,0.0,0.0
34.0,3.0,26.0,6.4958,35.7743336832,3.03621582613,0.0,0.0
45.5,3.0,20.0,7.225,78.0334759865,5.0057901442,0.0,0.0
18.0,3.0,24.0,8.05,20.4796453525,1.93317990221,0.0,1.0
2.0,3.0,26.0,10.4625,6.0,7.0,1.0,0.0
32.0,3.0,26.0,15.85,25.3915034128,5.08826155229,0.0,0.0
26.0,3.0,27.0,18.7875,0.098379738059,5.25810367721,0.0,1.0
16.0,3.0,25.0,7.75,49.1034012792,2.79095174912,1.0,1.0
40.0,1.0,16.0,31.0,31.0,1.0,0.0,1.0
24.0,3.0,14.0,7.05,27.7722958555,3.50090203545,0.0,0.0
35.0,2.0,26.0,21.0,41.8518304146,0.987995698941,1.0,1.0
22.0,3.0,22.0,7.25,84.9847126673,4.70756462544,0.0,0.0
30.0,2.0,27.0,13.0,24.8454570824,5.42540119538,0.0,0.0
38.855735754,3.0,19.0,7.75,133.927053428,3.53473977928,0.0,0.0
31.0,1.0,23.0,113.275,36.0,4.0,1.0,1.0
27.0,3.0,22.0,7.925,80.7046898064,3.15750182011,1.0,1.0
42.0,2.0,28.0,27.0,76.1218780968,4.01193614742,0.0,0.0
32.0,1.0,21.0,76.2917,15.0,4.0,1.0,1.0
30.0,2.0,18.0,10.5,59.4942568736,1.4367829322,0.0,0.0
16.0,3.0,30.0,8.05,84.5487848496,3.17472437258,0.0,1.0
27.0,2.0,20.0,13.0,7.26965954544,5.00335383193,0.0,0.0
51.0,3.0,23.0,8.05,24.2478344308,1.82060282774,0.0,0.0
32.8813874438,3.0,20.0,7.8958,131.967567229,1.88988943315,0.0,0.0
38.0,1.0,28.0,90.0,93.0,3.0,0.0,1.0
22.0,3.0,28.0,9.35,68.7139481485,3.74339602329,0.0,0.0
19.0,2.0,25.0,10.5,12.8438760287,2.33073449702,0.0,1.0
20.5,3.0,31.0,7.25,18.828239365,2.91800668061,0.0,0.0
18.0,2.0,25.0,13.0,26.3850149084,0.836425797398,0.0,0.0
30.2450383465,3.0,23.0,25.4667,18.3911733948,4.89052040142,1.0,0.0
35.0,1.0,44.0,83.475,83.0,3.0,1.0,1.0
29.0,3.0,24.0,7.775,102.803790259,2.67095848979,0.0,0.0
59.0,2.0,25.0,13.5,44.8616517248,4.4306995727,0.0,0.0
5.0,3.0,30.0,31.3875,20.9137589181,0.241085334211,1.0,1.0
24.0,2.0,33.0,10.5,17.2127941088,5.18410395483,0.0,0.0
2.90221415709,3.0,28.0,7.55,90.817396059,1.75026167442,1.0,0.0
44.0,2.0,17.0,26.0,12.1775006517,2.67374729832,0.0,0.0
8.0,2.0,32.0,26.25,111.554105282,3.94714277884,1.0,1.0
19.0,2.0,31.0,10.5,45.2275616669,3.61807293949,0.0,0.0
33.0,2.0,22.0,12.275,55.6744627682,2.75493064633,0.0,0.0
14.8190097594,3.0,21.0,14.4542,72.2560176488,6.38451003226,1.0,0.0
25.3124763164,3.0,30.0,15.5,1.16250634309,3.98821601997,1.0,1.0
29.0,2.0,31.0,10.5,19.9011442451,4.2613356071,0.0,0.0
22.0,3.0,29.0,7.125,98.2834074806,5.2537460535,0.0,0.0
30.0,3.0,20.0,7.225,91.2878910939,2.71113405802,0.0,0.0
44.0,1.0,27.0,90.0,78.0,3.0,0.0,0.0
25.0,3.0,37.0,7.775,18.5911027019,2.12977732526,1.0,0.0
24.0,2.0,31.0,14.5,130.220144488,2.34848462941,1.0,1.0
37.0,1.0,29.0,52.5542,35.0,4.0,0.0,1.0
54.0,2.0,29.0,26.0,6.81372957483,3.47019915872,0.0,0.0
43.254592505,3.0,22.0,7.25,63.4569084922,3.24370087324,0.0,0.0
29.0,3.0,42.0,10.4625,6.0,7.0,1.0,0.0
62.0,1.0,25.0,26.55,87.0,3.0,0.0,0.0
30.0,3.0,24.0,16.1,80.8808643788,3.64693985822,0.0,0.0
41.0,3.0,40.0,20.2125,7.79431521223,4.12671009362,1.0,0.0
29.0,3.0,39.0,15.2458,12.7407055376,2.8143860328,1.0,1.0
16.0109788672,1.0,30.0,79.2,49.5052370923,1.56778240519,1.0,1.0
30.0,1.0,20.0,86.5,77.0,2.0,1.0,1.0
35.0,1.0,16.0,512.3292,48.0455983446,2.12917705122,1.0,1.0
50.0,2.0,27.0,26.0,50.4193917221,2.04798464246,1.0,1.0
4.15100868844,3.0,17.0,7.75,99.0015793944,4.19544026506,0.0,0.0
3.0,3.0,33.0,31.3875,84.5745976046,3.11781381163,0.0,1.0
52.0,1.0,17.0,79.65,67.0,5.0,0.0,0.0
40.0,1.0,21.0,0.0,94.0,2.0,0.0,0.0
5.07116991804,3.0,18.0,7.75,43.6007123714,2.97471111319,1.0,0.0
36.0,2.0,17.0,10.5,149.398556886,2.207775696,0.0,0.0
16.0,3.0,25.0,39.6875,54.1562855685,3.60405919417,0.0,0.0
25.0,3.0,24.0,7.775,6.79640399745,2.21284954027,0.0,1.0
58.0,1.0,45.0,153.4625,125.0,3.0,1.0,1.0
35.0,1.0,22.0,135.6333,99.0,3.0,1.0,1.0
23.7681973582,1.0,21.0,31.0,119.482313731,1.47630407831,0.0,0.0
25.0,3.0,28.0,0.0,77.4510429757,4.95307982035,0.0,1.0
41.0,2.0,41.0,19.5,42.6273731053,3.24305393186,1.0,1.0
37.0,1.0,21.0,29.7,118.0,3.0,0.0,0.0
44.5296382144,3.0,26.0,7.75,43.3383075949,2.03394481529,1.0,1.0
63.0,1.0,33.0,77.9583,7.0,4.0,1.0,1.0
45.0,3.0,33.0,7.75,34.9398111343,3.3065486717,1.0,0.0
17.2097574063,2.0,27.0,0.0,58.3369171923,3.84130231104,0.0,0.0
7.0,3.0,18.0,29.125,25.7781213344,2.16784463816,0.0,0.0
35.0,3.0,32.0,20.25,18.1901113621,3.62760690981,1.0,1.0
65.0,3.0,16.0,7.75,36.4918305742,1.03917310182,0.0,0.0
28.0,3.0,32.0,7.8542,3.93362911873,3.62708721327,0.0,0.0
16.0,3.0,25.0,9.5,66.5485759975,4.74963025759,0.0,0.0
19.0,3.0,26.0,8.05,41.0951956919,5.83400062975,0.0,1.0
25.4247487859,1.0,26.0,26.0,19.0,1.0,0.0,0.0
33.0,3.0,19.0,8.6625,75.0036165489,5.28358526982,0.0,0.0
30.0,3.0,23.0,9.5,84.4045196129,3.05474473587,0.0,1.0
22.0,3.0,20.0,7.8958,46.8720805883,2.98107680326,0.0,0.0
42.0,2.0,20.0,13.0,24.1868072361,2.750909242,0.0,1.0
22.0,3.0,20.0,7.75,24.151857032,2.68311558193,1.0,1.0
26.0,1.0,28.0,78.85,44.9715923557,4.55170237398,1.0,1.0
19.0,1.0,39.0,91.0792,49.0,2.0,1.0,1.0
36.0,2.0,22.0,12.875,54.9740655929,4.0,0.0,0.0
24.0,3.0,19.0,8.85,73.7853728689,3.92282113531,1.0,0.0
24.0,3.0,16.0,7.8958,27.8894752021,4.03960073582,0.0,0.0
33.6137165,1.0,17.0,27.7208,59.3822390768,2.09230886736,0.0,0.0
23.5,3.0,18.0,7.2292,113.543513054,5.07481041012,0.0,0.0
2.0,1.0,28.0,151.55,22.0,3.0,1.0,0.0
21.1081536699,1.0,21.0,30.5,106.0,3.0,0.0,1.0
50.0,1.0,47.0,247.5208,58.0,2.0,1.0,1.0
8.49216471994,3.0,40.0,7.75,79.6482208348,6.04754767074,1.0,1.0
17.2546201668,3.0,18.0,23.25,71.1946218679,3.83884519816,0.0,1.0
19.0,3.0,31.0,0.0,71.5712143639,1.94661925383,0.0,0.0
26.4518753774,2.0,19.0,12.35,101.0,5.0,1.0,1.0
16.991466205,3.0,33.0,8.05,69.4929883189,3.72229002245,0.0,0.0
0.92,1.0,30.0,151.55,22.0,3.0,0.0,1.0
25.0283393093,1.0,23.0,110.8833,14.5024086713,2.37128342205,1.0,1.0
17.0,1.0,82.0,108.9,65.0,3.0,1.0,1.0
30.0,2.0,19.0,24.0,33.1698657495,2.73107590082,0.0,0.0
30.0,1.0,30.0,56.9292,36.0,5.0,1.0,1.0
24.0,1.0,30.0,83.1583,54.0,3.0,1.0,1.0
18.0,1.0,26.0,262.375,57.0,2.0,1.0,1.0
26.0,2.0,37.0,26.0,77.6553828253,2.3190863039,1.0,0.0
28.0,3.0,22.0,7.8958,62.7188436251,3.24312627057,0.0,0.0
43.0,2.0,18.0,26.25,41.4398307162,2.34863312033,0.0,0.0
26.0,3.0,31.0,7.8542,13.594265303,2.65659839391,1.0,1.0
24.0,2.0,35.0,26.0,100.850928932,5.21090054824,1.0,1.0
54.0,2.0,20.0,14.0,109.037493097,2.64156214082,0.0,0.0
31.0,1.0,24.0,164.8667,7.0,3.0,1.0,1.0
40.0,1.0,56.0,134.5,34.0,5.0,1.0,1.0
22.0,3.0,18.0,7.25,63.1284675564,3.62459046397,0.0,0.0
27.0,3.0,16.0,7.8958,64.6988277115,2.90198689266,0.0,0.0
30.0,2.0,25.0,12.35,43.7157044599,1.94958352571,1.0,1.0
22.0,2.0,51.0,29.0,13.579426044,2.01237116744,1.0,1.0
18.3247690778,3.0,24.0,69.55,94.6150951645,2.91496649018,0.0,0.0
36.0,1.0,24.0,135.6333,32.0,3.0,1.0,1.0
61.0,3.0,25.0,6.2375,67.6588708378,2.52498292501,0.0,0.0
36.0,2.0,23.0,13.0,89.7810216245,4.0,1.0,1.0
31.0,3.0,46.0,20.525,20.327381926,1.99578090201,1.0,1.0
16.0,1.0,28.0,57.9792,18.0,2.0,1.0,1.0
44.0657953554,3.0,18.0,23.25,43.0274992162,3.70434525788,1.0,1.0
45.5,1.0,19.0,28.5,124.0,3.0,0.0,0.0
38.0,1.0,25.0,153.4625,91.0,3.0,0.0,0.0
16.0,3.0,31.0,18.0,41.6443964578,2.4910779899,0.0,0.0
46.3364285165,1.0,50.0,133.65,54.500480603,3.62739260598,1.0,1.0
13.1752894798,3.0,18.0,7.8958,56.3435250372,3.21613388943,0.0,0.0
29.0,1.0,25.0,66.6,2.0,3.0,0.0,0.0
41.0,1.0,31.0,134.5,40.0,5.0,1.0,1.0
45.0,3.0,21.0,8.05,41.4946877527,3.13157060931,0.0,1.0
45.0,1.0,28.0,35.5,8.14509111696,0.0,0.0,0.0
2.0,2.0,30.0,26.0,2.0,6.0,0.0,1.0
24.0,1.0,30.0,263.0,23.0,3.0,1.0,1.0
28.0,2.0,26.0,13.0,26.1609665431,3.93740923307,0.0,0.0
25.0,2.0,42.0,13.0,67.9299253094,2.51943219345,0.0,0.0
36.0,2.0,23.0,13.0,103.761155018,2.85403546948,0.0,0.0
24.0,2.0,29.0,13.0,33.0,6.0,1.0,1.0
40.0,2.0,25.0,13.0,55.3750062068,1.77923603828,1.0,1.0
6.83418983168,3.0,41.0,16.1,59.3358635219,3.43272886885,1.0,1.0
3.0,3.0,38.0,15.9,47.9399433909,4.47086809152,0.0,1.0
42.0,3.0,16.0,8.6625,89.6712314892,3.15843985524,0.0,0.0
23.0,3.0,22.0,9.225,19.1447758228,4.14045079032,0.0,0.0
33.5366947857,1.0,38.0,35.0,128.0,3.0,0.0,0.0
15.0,3.0,18.0,7.2292,5.9364319403,4.1844953312,0.0,0.0
25.0,3.0,25.0,17.8,85.902997755,3.06905297898,0.0,0.0
32.3702793042,3.0,17.0,7.225,25.7982976847,5.17508172008,0.0,0.0
28.0,3.0,27.0,9.5,40.8347480483,3.97635091627,0.0,0.0
22.0,1.0,27.0,55.0,33.0,5.0,1.0,1.0
38.0,2.0,25.0,13.0,36.241910005,2.15579437838,1.0,0.0
2.75570842538,3.0,20.0,7.8792,29.2005724319,2.95587906117,1.0,1.0
6.86669759868,3.0,33.0,7.8792,20.8851351708,2.84770887437,1.0,1.0
40.0,3.0,18.0,27.9,43.2365754622,1.10036451343,0.0,0.0
29.0,2.0,25.0,27.7208,5.2119925854,1.28110391371,0.0,0.0
45.0,3.0,31.0,14.4542,18.0105228696,2.59613942422,1.0,0.0
35.0,3.0,15.0,7.05,100.89698832,1.06957883086,0.0,0.0
38.4682256153,3.0,19.0,15.5,14.5657210321,3.68831618567,0.0,0.0
30.0,3.0,30.0,7.25,48.7129463959,2.52594607356,0.0,0.0
