PassengerId	Age
551	17.0
552	27.0
553	15.268272661448743
554	22.0
555	22.0
556	62.0
557	48.0
558	27.846332984417607
559	39.0
560	36.0
561	22.505663245502337
562	40.0
563	28.0
564	30.372550179158527
565	49.06368113007434
566	24.0
567	19.0
568	29.0
569	2.821125812181118
570	32.0
571	62.0
572	53.0
573	36.0
574	35.27012748821227
575	16.0
576	19.0
577	34.0
578	39.0
579	33.28034648456166
580	32.0
581	25.0
582	39.0
583	54.0
584	36.0
585	18.310443455707087
586	18.0
587	47.0
588	60.0
589	22.0
590	26.69400245464511
591	35.0
592	52.0
593	47.0
594	32.33545370038548
595	37.0
596	36.0
597	45.47350131552017
598	49.0
599	12.170049390832215
600	49.0
601	24.0
602	45.10293037950904
603	22.915823651019746
604	44.0
605	35.0
606	36.0
607	30.0
608	27.0
609	22.0
610	40.0
611	39.0
612	38.59347927785307
613	15.950793333162812
614	37.90212654078707
615	35.0
616	24.0
617	34.0
618	26.0
619	4.0
620	26.0
621	27.0
622	42.0
623	20.0
624	21.0
625	21.0
626	61.0
627	57.0
628	21.0
629	26.0
630	27.848482793513476
631	80.0
632	51.0
633	32.0
634	26.70499922107861
635	9.0
636	28.0
637	32.0
638	31.0
639	41.0
640	60.695606549572325
641	20.0
642	24.0
643	2.0
644	39.38911444768678
645	0.75
646	48.0
647	19.0
648	56.0
649	7.362094369460998
650	23.0
651	45.97868902060696
652	18.0
653	21.0
654	5.641226639117798
655	18.0
656	24.0
657	47.64152593285846
658	32.0
659	23.0
660	58.0
661	50.0
662	40.0
663	47.0
664	36.0
665	20.0
666	32.0
667	25.0
668	13.101951256967247
669	43.0
670	39.215602172506465
671	40.0
672	31.0
673	70.0
674	31.0
675	16.822543391008352
676	18.0
677	24.5
678	18.0
679	43.0
680	36.0
681	26.805921130295786
682	27.0
683	20.0
684	14.0
685	60.0
686	25.0
687	14.0
688	19.0
689	18.0
690	15.0
691	31.0
692	4.0
693	36.152382003067196
694	25.0
695	60.0
696	52.0
697	44.0
698	28.193397359994385
699	49.0
700	42.0
701	18.0
702	35.0
703	18.0
704	25.0
705	26.0
706	39.0
707	45.0
708	42.0
709	22.0
710	27.923839234338423
711	24.0
712	39.18845445954132
713	48.0
714	29.0
715	52.0
716	19.0
717	38.0
718	27.0
719	6.9163177553627975
720	33.0
721	6.0
722	17.0
723	34.0
724	50.0
725	27.0
726	20.0
727	30.0
728	4.932612533161751
729	25.0
730	25.0
731	29.0
732	11.0
733	22.317154003696288
734	23.0
735	23.0
736	28.5
737	48.0
738	35.0
739	7.613782977438047
740	2.15303303191086
741	29.946327074992894
742	36.0
743	21.0
744	24.0
745	31.0
746	70.0
747	16.0
748	30.0
749	19.0
750	31.0
751	4.0
752	6.0
753	33.0
754	23.0
755	48.0
756	0.67
757	28.0
758	18.0
759	34.0
760	33.0
761	41.85715229986773
762	41.0
763	20.0
764	36.0
765	16.0
766	51.0
767	21.071395315026976
768	30.5
769	54.09512783247402
770	32.0
771	24.0
772	48.0
773	57.0
774	26.478495944647108
775	54.0
776	18.0
777	4.876719147623041
778	5.0
779	16.361450111761634
780	43.0
781	13.0
782	17.0
783	29.0
784	50.52611064258966
785	25.0
786	25.0
787	18.0
788	8.0
789	1.0
790	46.0
791	2.5081161617197405
792	16.0
793	43.76281299932378
794	42.54141676497211
795	25.0
796	39.0
797	49.0
798	31.0
799	30.0
800	30.0
801	34.0
802	31.0
803	11.0
804	0.42
805	27.0
806	31.0
807	39.0
808	18.0
809	39.0
810	33.0
811	26.0
812	39.0
813	35.0
814	6.0
815	30.5
816	23.67127435709506
817	23.0
818	31.0
819	43.0
820	10.0
821	52.0
822	27.0
823	38.0
824	27.0
825	2.0
826	29.679193723344003
827	5.983279004590667
828	1.0
829	34.13175117723229
830	62.0
831	15.0
832	0.83
833	36.17072943587611
834	23.0
835	18.0
836	39.0
837	21.0
838	30.82686890974382
839	32.0
840	28.746147490758318
841	20.0
842	16.0
843	30.0
844	34.5
845	17.0
846	42.0
847	30.547693393091123
848	35.0
849	28.0
850	32.18270858562404
851	4.0
852	74.0
853	9.0
854	16.0
855	44.0
856	18.0
857	45.0
858	51.0
859	24.0
860	29.54266973902532
861	41.0
862	21.0
863	48.0
864	19.598245140907025
865	24.0
866	42.0
867	27.0
868	31.0
869	34.010205933845334
870	4.0
871	26.0
872	47.0
873	33.0
874	47.0
875	28.0
876	15.0
877	20.0
878	19.0
879	33.988754228623534
880	56.0
881	25.0
882	33.0
883	22.0
884	28.0
885	25.0
886	39.0
887	27.0
888	19.0
889	19.16088024891546
890	26.0
891	32.0
